,Gender,Male,Animal,Friends,Family,Dead&Imaginary,Aggression/Friendliness,A/CIndex,F/CIndex,S/CIndex,NegativeEmotions
9396,1.0,0.5,0.25,0.0,0.166666667,0.0,0.5,0.0125,0.011363636363636364,0.015625,1
16900,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7000000000000001,0.0,0.0,0
11184,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0363636364,0.008264462818181818,0.011363636375,1
11604,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.05,0.045454545454545456,0.0,1
8256,1.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.033333333300000004,0.0,0.0,1
16505,1.0,1.0,0.0,0.0,0.75,0.0,1.0,0.17500000000000002,0.0,0.0,0
18464,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.125,0
18282,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.0,0.0,0
14782,1.0,1.0,0.0,0.166666667,0.083333333,0.0,1.0,0.05,0.0,0.0,0
14261,1.0,0.5,0.2,0.0,0.25,0.0,1.0,0.12,0.0,0.0,0
7112,1.0,0.0,0.0,0.0,0.0,0.0,0.285714286,0.0,0.0,0.0,1
8079,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1
16620,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0
12019,1.0,0.0,0.0,0.2,0.4,0.0,0.0,0.020000000000000004,0.0,0.025,1
12989,1.0,0.2,0.090909091,0.066666667,0.033333333,0.0,1.0,0.006060606100000001,0.0,0.0,0
18886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17156,1.0,0.5,0.0,0.25,0.25,0.0,1.0,0.07500000000000001,0.0,0.0,0
9787,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.033333333300000004,0.0,0.0,1
16450,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0
20949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12899,1.0,0.333333333,0.0,0.125,0.0,0.0,0.5,0.0625,0.03409090909090909,0.0,1
9134,1.0,0.0,0.0,0.0,0.333333333,0.0,0.5,0.0666666667,0.030303030272727273,0.041666666625,1
16452,1.0,0.4,0.0,0.125,0.3125,0.0,0.0,0.0,0.011363636363636364,0.0,0
15762,1.0,0.5,0.0,0.166666667,0.166666667,0.0,0.5,0.033333333300000004,0.09090909090909091,0.020833333375,1
3646,1.0,0.666666667,0.0,0.25,0.083333333,0.0,0.0,0.025,0.030303030272727273,0.041666666625,1
10914,1.0,0.333333333,0.2,0.0,0.25,0.0,1.0,0.12,0.0,0.05,1
18957,1.0,0.4,0.111111111,0.125,0.25,0.0,1.0,0.1,0.0,0.0,0
18852,1.0,1.0,0.0,0.25,0.0,0.0,0.857142857,0.15000000000000002,0.022727272727272728,0.0,0
173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14248,1.0,0.666666667,0.142857143,0.166666667,0.0,0.0,0.0,0.0571428571,0.0,0.25,0
12519,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12032,1.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,1
335,1.0,0.0,0.0,0.0,0.142857143,0.0,1.0,0.0785714286,0.006493506454545455,0.0,1
5151,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.07500000000000001,0.045454545454545456,0.0,0
11015,1.0,0.666666667,0.0,0.125,0.25,0.0,1.0,0.025,0.0,0.0,1
19757,1.0,1.0,0.0,0.333333333,0.666666667,0.0,0.833333333,0.16666666670000002,0.030303030272727273,0.0,0
11659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1
1526,1.0,1.0,0.333333333,0.0,0.0,0.0,0.0,0.0166666667,0.0,0.0,1
399,1.0,0.5,0.0,0.285714286,0.142857143,0.0,1.0,0.0285714286,0.038961039,0.0,1
19519,1.0,1.0,0.0,0.5,0.0,0.0,0.75,0.1,0.022727272727272728,0.0,1
5388,1.0,1.0,0.0,0.0,0.333333333,0.0,0.0,0.033333333300000004,0.0,0.0,0
749,1.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
611,1.0,0.666666667,0.0,0.166666667,0.333333333,0.0,0.0,0.0,0.0,0.0,1
15080,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,1
19631,1.0,0.5,0.0,0.0,0.4,0.0,1.0,0.04000000000000001,0.0,0.0,0
516,1.0,1.0,0.2,0.0,0.5,0.0,0.0,0.020000000000000004,0.0,0.0,1
15855,1.0,0.5,0.0,0.2,0.1,0.0,0.857142857,0.08000000000000002,0.018181818181818184,0.025,1
14386,1.0,1.0,0.0,0.25,0.25,0.0,1.0,0.05,0.0,0.0,0
17721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10684,1.0,0.0,0.0,0.166666667,0.166666667,0.0,0.0,0.05,0.0,0.0,1
5175,1.0,0.5,0.166666667,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0
10494,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.1,0.015151515181818181,0.020833333375,1
9504,1.0,0.5,0.0,0.05,0.15,0.0,1.0,0.020000000000000004,0.0,0.0,1
3008,1.0,0.6,0.0,0.138888889,0.194444444,0.0,0.4,0.0055555556,0.007575757545454545,0.013888888875,1
3087,1.0,1.0,0.666666667,1.0,0.0,0.0,0.0,0.033333333300000004,0.0,0.041666666625,1
11403,1.0,0.75,0.0,0.0,0.25,0.0,1.0,0.025,0.0,0.0,1
19527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16356,1.0,0.5,0.0,0.0,0.166666667,0.0,0.5,0.025,0.045454545454545456,0.020833333375,1
20585,1.0,0.333333333,0.125,0.142857143,0.142857143,0.0,1.0,0.05,0.045454545454545456,0.0,1
3187,1.0,0.666666667,0.142857143,0.333333333,0.0,0.0,0.625,0.1,0.05194805190909091,0.017857142875,1
7836,1.0,0.0,0.0,0.142857143,0.142857143,0.0,0.0,0.0,0.012987013,0.0,1
12616,1.0,0.5,0.0625,0.2,0.2,0.0,0.5,0.0125,0.017045454545454544,0.0,1
2030,1.0,0.666666667,0.0,0.0,0.375,0.0,1.0,0.1125,0.0,0.015625,1
17089,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.2,0.0,0.0,0
245,1.0,0.538461538,0.0,0.065217391,0.086956522,0.0,1.0,0.0043478260999999995,0.0,0.0,1
19985,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0
14120,1.0,0.0,0.0,0.0,0.166666667,0.0,1.0,0.16666666670000002,0.015151515181818181,0.083333333375,0
20546,1.0,0.5,0.125,0.142857143,0.428571429,0.0,1.0,0.07500000000000001,0.0,0.0,1
348,1.0,0.0,0.0,0.2,0.4,0.0,0.5,0.020000000000000004,0.018181818181818184,0.0,1
15031,1.0,0.666666667,0.0,0.2,0.0,0.0,0.0,0.020000000000000004,0.018181818181818184,0.0,0
12088,1.0,1.0,0.0,0.142857143,0.142857143,0.0,0.5,0.0285714286,0.038961039,0.03571428575,1
16787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14816,1.0,1.0,0.0,0.25,0.0,0.0,1.0,0.025,0.0,0.0,0
18720,1.0,0.0,0.0,0.142857143,0.285714286,0.0,0.666666667,0.042857142900000006,0.012987013,0.017857142875,0
19430,1.0,0.0,0.0,0.142857143,0.0,0.0,0.666666667,0.11428571430000001,0.025974026,0.0,1
13829,1.0,0.5,0.0,0.25,0.0,0.0,0.833333333,0.058333333300000005,0.007575757545454545,0.010416666625,0
3736,1.0,1.0,0.0,0.166666667,0.0,0.0,1.0,0.0166666667,0.0,0.020833333375,1
13495,1.0,0.714285714,0.1,0.111111111,0.111111111,0.0,0.0,0.010000000000000002,0.0,0.025,0
18974,1.0,0.25,0.111111111,0.125,0.125,0.0,1.0,0.044444444400000005,0.0,0.0,0
14449,1.0,1.0,0.2,0.25,0.0,0.0,0.0,0.010000000000000002,0.009090909090909092,0.0,0
12146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,1
8607,1.0,1.0,0.0,0.0,0.333333333,0.0,0.5,0.0666666667,0.06060606063636364,0.041666666625,1
20415,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.15000000000000002,0.0,0.0625,0
1562,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.020000000000000004,0.05454545454545454,0.0,1
20826,1.0,1.0,0.0,0.125,0.0,0.0,1.0,0.0125,0.011363636363636364,0.0,0
9444,1.0,0.6,0.090909091,0.0,0.1,0.0,0.0,0.0181818182,0.0,0.0,1
16853,1.0,0.0,0.0,0.333333333,0.0,0.0,1.0,0.0666666667,0.0,0.0,1
10869,1.0,0.0,0.076923077,0.0,0.083333333,0.0,0.8,0.1615384615,0.013986014000000001,0.01923076925,1
5623,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0666666667,0.0,0.0,1
18719,1.0,0.5,0.083333333,0.0,0.181818182,0.0,0.0,0.0,0.015151515181818181,0.010416666625,0
13988,1.0,1.0,0.285714286,0.2,0.0,0.0,1.0,0.11428571430000001,0.0,0.0,0
12969,1.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
2755,1.0,0.5,0.222222222,0.142857143,0.285714286,0.0,0.0,0.022222222200000002,0.030303030272727273,0.0,1
3212,1.0,0.0,0.333333333,0.0,0.25,0.0,1.0,0.033333333300000004,0.015151515181818181,0.0625,1
7401,1.0,0.5,0.0,0.125,0.125,0.0,0.0,0.0,0.011363636363636364,0.015625,1
2694,1.0,0.666666667,0.0,0.222222222,0.111111111,0.0,0.875,0.1,0.030303030272727273,0.0,1
18738,1.0,0.466666667,0.117647059,0.233333333,0.233333333,0.0,0.0,0.0,0.0053475935454545456,0.0,0
7138,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06,0.018181818181818184,0.0,1
12086,1.0,0.333333333,0.142857143,0.0,0.0,0.0,0.5,0.0142857143,0.025974026,0.0,1
20073,1.0,0.5,0.0,0.083333333,0.138888889,0.0,0.0,0.0,0.0025252525454545456,0.0,0
17349,1.0,0.5,0.0,0.333333333,0.333333333,0.0,0.0,0.033333333300000004,0.0,0.0,0
18433,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.0,0
18986,1.0,0.5,0.272727273,0.125,0.125,0.0,0.0,0.0090909091,0.0,0.0,0
4721,1.0,0.5625,0.069767442,0.025,0.1,0.0,1.0,0.0023255814,0.0021141649090909093,0.0,1
18896,1.0,0.7,0.047619048,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0
16759,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0
16051,1.0,0.0,0.0,0.1,0.2,0.0,1.0,0.04000000000000001,0.0,0.0,0
19999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0
5965,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1
20898,1.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.09090909090909091,0.0,1
9684,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18967,1.0,0.0,0.0,0.3,0.0,0.0,1.0,0.03,0.0,0.0125,0
62,1.0,1.0,0.0,0.333333333,0.0,0.0,0.714285714,0.0833333333,0.045454545454545456,0.0,1
16854,1.0,1.0,0.333333333,0.0,0.5,0.0,1.0,0.1333333333,0.0,0.041666666625,1
11149,1.0,0.535714286,0.060606061,0.048387097,0.14516129,0.0,0.0,0.0,0.0,0.0,1
11378,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.09090909090909091,0.0,1
4096,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,1
6459,1.0,0.666666667,0.0,0.0,0.090909091,0.0,0.375,0.0454545455,0.05785123963636364,0.011363636375,1
2213,1.0,0.5,0.076923077,0.083333333,0.083333333,0.0,0.666666667,0.0461538462,0.027972028000000003,0.01923076925,1
17724,1.0,1.0,0.0,0.0,0.25,0.0,1.0,0.025,0.0,0.0,1
16798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3336,1.0,0.25,0.111111111,0.25,0.375,0.0,1.0,0.033333333300000004,0.0,0.0,1
10977,1.0,0.529411765,0.104166667,0.046511628,0.069767442,0.0,0.0,0.0020833333,0.0018939393636363635,0.002604166625,1
7711,1.0,1.0,0.0,0.166666667,0.333333333,0.0,0.5,0.033333333300000004,0.030303030272727273,0.020833333375,1
8654,1.0,0.5,0.0,0.2,0.0,0.0,1.0,0.04000000000000001,0.0,0.0,1
12560,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2348,1.0,0.0,0.5,0.0,0.333333333,0.0,0.9,0.2,0.015151515181818181,0.041666666625,1
17841,1.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,1
13343,1.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0.0166666667,0.015151515181818181,0.0,0
15914,1.0,0.5,0.083333333,0.0,0.181818182,0.0,1.0,0.09166666670000001,0.007575757545454545,0.0,1
15245,1.0,0.5,0.0,0.0,0.333333333,0.0,1.0,0.1,0.030303030272727273,0.083333333375,1
19990,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0
16632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12736,1.0,0.0,0.0,0.0,0.0,0.0,0.625,0.05,0.05454545454545454,0.0,1
5146,1.0,0.5,0.0,0.0,0.375,0.0,0.666666667,0.07500000000000001,0.045454545454545456,0.0,0
11817,1.0,0.5,0.1,0.0,0.0,0.0,0.5,0.06,0.09090909090909091,0.0625,1
20525,1.0,1.0,0.0,0.25,0.25,0.0,0.625,0.2,0.06818181818181818,0.0,1
10903,1.0,0.5,0.0,0.0,0.0,0.0,0.666666667,0.13999999999999999,0.05454545454545454,0.0,1
19552,1.0,1.0,0.0,0.0,0.666666667,0.0,0.5,0.033333333300000004,0.06060606063636364,0.0,1
16989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15937,1.0,0.5,0.0,0.0,0.2,0.0,1.0,0.2,0.018181818181818184,0.05,1
15529,1.0,0.2,0.0,0.0,0.222222222,0.0,0.0,0.044444444400000005,0.010101010090909092,0.0,1
7276,1.0,0.5,0.0,0.2,0.0,0.0,0.5,0.020000000000000004,0.018181818181818184,0.0,1
15483,1.0,0.333333333,0.0,0.125,0.125,0.0,1.0,0.0125,0.0,0.0,1
8925,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
18799,1.0,0.333333333,0.133333333,0.307692308,0.230769231,0.0,0.0,0.006666666700000001,0.0,0.008333333375,0
12711,1.0,0.0,0.0,0.0,0.4,0.0,1.0,0.12,0.0,0.025,1
16627,1.0,1.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0
11420,1.0,0.5,0.166666667,0.0,0.2,0.0,0.875,0.16666666670000002,0.015151515181818181,0.0,1
12073,1.0,0.5,0.142857143,0.0,0.0,0.0,1.0,0.042857142900000006,0.012987013,0.0,1
9646,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17035,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.025,0.0,0.0,0
9630,1.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,1
2683,1.0,0.6,0.111111111,0.125,0.0,0.0,0.0,0.033333333300000004,0.040404040363636366,0.0,1
9098,1.0,1.0,0.0,0.0,0.0,0.0,0.333333333,0.033333333300000004,0.06060606063636364,0.0,1
13153,1.0,0.0,0.0,0.142857143,0.428571429,0.0,1.0,0.0714285714,0.0,0.0,0
7463,1.0,0.5,0.0,0.25,0.25,0.0,0.0,0.05,0.0,0.0,1
14503,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05,0.0,0.0,0
19701,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0
2679,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.045454545454545456,0.0,1
14855,1.0,0.5,0.0,0.111111111,0.333333333,0.0,0.0,0.044444444400000005,0.07070707072727274,0.0,0
17700,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1
17321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0
8939,1.0,0.0,0.0,0.0,0.666666667,0.0,0.4,0.0666666667,0.12121212118181818,0.041666666625,1
16447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16727,1.0,0.642857143,0.025641026,0.105263158,0.184210526,0.0,0.0,0.0,0.0,0.0,0
1521,1.0,0.25,0.0,0.083333333,0.083333333,0.0,0.333333333,0.033333333300000004,0.022727272727272728,0.010416666625,1
12133,1.0,1.0,0.0,0.25,0.0,0.0,1.0,0.025,0.0,0.0,1
15859,1.0,0.5,0.0,0.222222222,0.222222222,0.0,0.75,0.0555555556,0.010101010090909092,0.02777777775,1
5030,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1
14151,1.0,1.0,0.0,0.052631579,0.105263158,0.0,0.857142857,0.057894736800000006,0.009569378,0.0,0
17233,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0
17600,1.0,1.0,0.0,0.25,0.25,0.0,1.0,0.025,0.022727272727272728,0.0,1
2527,1.0,0.333333333,0.0,0.0,0.5,0.0,0.666666667,0.07500000000000001,0.022727272727272728,0.0,1
18844,1.0,0.5,0.0,0.0,0.2,0.0,1.0,0.020000000000000004,0.0,0.025,0
3591,1.0,0.666666667,0.0,0.25,0.0,0.0,0.0,0.0,0.022727272727272728,0.03125,1
11677,1.0,0.5,0.0,0.142857143,0.142857143,0.0,1.0,0.0714285714,0.012987013,0.0,1
11833,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.15000000000000002,0.045454545454545456,0.125,1
3905,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1
15928,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1
7720,1.0,1.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1
20244,1.0,1.0,0.0,0.25,0.0,0.0,1.0,0.1,0.0,0.0,0
1675,1.0,0.0,0.0,0.0,0.285714286,0.0,0.0,0.0,0.0,0.0,1
13047,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.05,0.0,0.0,1
11203,1.0,0.25,0.066666667,0.0,0.214285714,0.0,0.666666667,0.06,0.006060606090909091,0.008333333375,1
10953,1.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.1,0.045454545454545456,0.0,1
12862,1.0,0.4,0.0,0.0,0.266666667,0.0,0.6,0.07333333330000001,0.05454545454545454,0.016666666625,1
7092,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1
9286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,1
2056,1.0,0.333333333,0.111111111,0.125,0.25,0.0,0.428571429,0.044444444400000005,0.06060606063636364,0.02777777775,1
20594,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.045454545454545456,0.0,0
2304,1.0,0.666666667,0.0,0.142857143,0.285714286,0.0,1.0,0.0214285714,0.006493506454545455,0.03571428575,1
16981,1.0,1.0,0.0,0.5,0.0,0.0,0.666666667,0.05,0.015151515181818181,0.020833333375,1
4553,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0625,1
12157,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0285714286,0.0,0.0,1
8443,1.0,1.0,0.0,0.2,0.2,0.0,1.0,0.06,0.0,0.0,0
10879,1.0,0.25,0.0,0.090909091,0.272727273,0.0,0.5,0.0272727273,0.016528925636363635,0.011363636375,1
20420,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0
15339,1.0,0.5,0.0,0.4,0.0,0.0,0.8,0.13999999999999999,0.018181818181818184,0.025,1
5346,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.1,0.0,0.0,0
14641,1.0,0.5,0.0,0.166666667,0.0,0.0,0.5,0.0666666667,0.015151515181818181,0.0,0
5361,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
18585,1.0,0.555555556,0.117647059,0.133333333,0.2,0.0,0.75,0.0176470588,0.010695187181818182,0.007352941125,0
14918,1.0,0.0,0.0,0.0,0.666666667,0.0,1.0,0.0666666667,0.0,0.041666666625,0
1896,1.0,0.0,0.142857143,0.0,0.0,0.0,0.5,0.0142857143,0.012987013,0.0,1
18494,1.0,0.0,0.0,0.25,0.0,0.0,1.0,0.05,0.0,0.0,0
9751,1.0,0.4,0.142857143,0.0,0.333333333,0.0,0.75,0.042857142900000006,0.012987013,0.0,1
4429,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,1
13453,1.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.033333333300000004,0.0,0.0,0
15342,1.0,0.5,0.222222222,0.142857143,0.0,0.0,0.5,0.022222222200000002,0.010101010090909092,0.0,1
3774,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.03125,1
14164,1.0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.03125,0
216,1.0,0.333333333,0.0,0.076923077,0.115384615,0.0,1.0,0.007692307700000001,0.003496503454545455,0.00480769225,1
14337,1.0,0.5,0.333333333,0.25,0.25,0.0,1.0,0.0833333333,0.0,0.0,0
5291,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
4221,1.0,0.5,0.0,0.25,0.25,0.0,1.0,0.05,0.022727272727272728,0.0,1
15885,1.0,0.666666667,0.0,0.071428571,0.071428571,0.0,0.0,0.0071428571,0.006493506454545455,0.008928571375,1
18778,1.0,0.666666667,0.041666667,0.217391304,0.173913043,0.0,1.0,0.020833333300000003,0.0,0.005208333375,0
1615,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3973,1.0,0.666666667,0.0,0.2,0.2,0.0,0.0,0.04000000000000001,0.07272727272727274,0.0,1
5860,1.0,0.666666667,0.0,0.2,0.4,0.0,0.0,0.020000000000000004,0.05454545454545454,0.0,1
10788,1.0,0.4,0.0,0.0,0.2,0.0,0.875,0.22000000000000003,0.018181818181818184,0.025,1
12787,1.0,1.0,0.0,0.0,0.0,0.0,0.333333333,0.025,0.022727272727272728,0.015625,1
19691,1.0,1.0,0.0,0.25,0.0,0.0,1.0,0.05,0.0,0.0,0
1803,1.0,0.4,0.090909091,0.0,0.1,0.0,0.75,0.0363636364,0.008264462818181818,0.0,1
20096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14408,1.0,0.0,0.0,0.0,0.166666667,0.0,1.0,0.0833333333,0.0,0.0,0
11287,1.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13172,1.0,0.5,0.0,0.0,0.0,0.0,0.75,0.15000000000000002,0.022727272727272728,0.03125,0
13138,1.0,0.25,0.0,0.285714286,0.0,0.0,1.0,0.0142857143,0.0,0.0,0
18288,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.020000000000000004,0.0,0.0,0
11235,1.0,0.666666667,0.0,0.076923077,0.076923077,0.0,1.0,0.0461538462,0.027972028000000003,0.028846153875,1
11451,1.0,0.0,0.0,0.2,0.4,0.0,1.0,0.04000000000000001,0.018181818181818184,0.0,1
8135,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1
772,1.0,1.0,0.0,0.2,0.0,0.0,0.5,0.04000000000000001,0.03636363636363637,0.0,1
19560,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.15000000000000002,0.045454545454545456,0.0,1
3597,1.0,0.5,0.0,0.0,0.5,0.0,0.333333333,0.15000000000000002,0.18181818181818182,0.0625,1
394,1.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1
18262,1.0,1.0,0.0,0.0,0.25,0.0,0.666666667,0.05,0.022727272727272728,0.0,0
3427,1.0,0.0,0.166666667,0.0,0.2,0.0,0.0,0.05,0.030303030272727273,0.041666666625,1
13462,1.0,0.6,0.0,0.142857143,0.0,0.0,1.0,0.0142857143,0.0,0.0,0
4948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5125,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05,0.13636363636363635,0.0,1
8327,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.033333333300000004,0.030303030272727273,0.041666666625,1
18092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17834,1.0,0.0,0.0,0.2,0.2,0.0,0.666666667,0.04000000000000001,0.018181818181818184,0.025,1
14477,1.0,1.0,0.0,0.333333333,0.0,0.0,1.0,0.033333333300000004,0.0,0.0,0
9815,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,1
5717,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,1
2029,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2272727272727273,0.4375,1
16711,1.0,0.666666667,0.0,0.08,0.04,0.0,0.666666667,0.04000000000000001,0.010909090909090908,0.015,0
20845,1.0,1.0,0.0,0.333333333,0.0,0.0,0.666666667,0.0666666667,0.030303030272727273,0.041666666625,0
2057,1.0,0.5,0.076923077,0.166666667,0.25,0.0,0.0,0.0,0.006993007000000001,0.0,1
11078,1.0,0.0,0.0,0.333333333,0.0,0.0,1.0,0.033333333300000004,0.0,0.0,1
20752,1.0,1.0,0.0,0.166666667,0.0,0.0,1.0,0.0166666667,0.0,0.0,0
16880,1.0,0.0,0.0,0.25,0.0,0.0,1.0,0.125,0.0,0.0,1
7562,1.0,0.0,0.0,0.25,0.0,0.0,1.0,0.05,0.0,0.0,1
14853,1.0,0.75,0.0,0.125,0.0,0.0,1.0,0.08750000000000001,0.0,0.03125,0
20703,1.0,0.333333333,0.0,0.375,0.0,0.0,1.0,0.05,0.011363636363636364,0.015625,1
13406,1.0,0.705882353,0.02173913,0.177777778,0.111111111,0.0,0.0,0.0,0.0,0.0,0
9415,1.0,0.166666667,0.111111111,0.0625,0.1875,0.0,1.0,0.0055555556,0.0,0.0,1
15758,1.0,0.5,0.0,0.0,0.181818182,0.0,0.0,0.0,0.0,0.0,1
2816,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0625,1
18224,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.045454545454545456,0.0625,0
16960,1.0,0.5,0.0,0.1,0.3,0.0,0.0,0.010000000000000002,0.009090909090909092,0.0,1
13202,1.0,0.0,0.125,0.0,0.285714286,0.0,1.0,0.037500000000000006,0.011363636363636364,0.0,0
4098,1.0,0.666666667,0.166666667,0.0,0.2,0.0,0.666666667,0.033333333300000004,0.030303030272727273,0.020833333375,1
